2023-01-20 09:11:35.647 1007:link-prediction        DEBUG  main message
2023-01-20 09:12:51.502 578:link-prediction        INFO     Total optimization steps = 1749
2023-01-20 09:12:59.998 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:12:59.998 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:12:59.998 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:13:26.094 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_acc = 0.8224
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_f1 = 0.8139
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_mcc = 0.6475
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_precision = 0.8548
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_recall = 0.7768
2023-01-20 09:13:26.094 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:13:26.096 636:link-prediction        INFO     ********************
2023-01-20 09:13:26.097 637:link-prediction        INFO     Best f1:0.8139
2023-01-20 09:13:26.097 638:link-prediction        INFO     ********************
2023-01-20 09:13:26.098 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:13:26.098 658:link-prediction        INFO     ********************
2023-01-20 09:13:26.098 659:link-prediction        INFO     Best MCC:0.6475
2023-01-20 09:13:26.098 660:link-prediction        INFO     ********************
2023-01-20 09:13:26.099 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:13:34.318 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:13:34.327 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:13:34.328 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:14:00.236 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:14:00.236 743:link-prediction        INFO     eval_acc = 0.8889
2023-01-20 09:14:00.236 743:link-prediction        INFO     eval_f1 = 0.8865
2023-01-20 09:14:00.236 743:link-prediction        INFO     eval_mcc = 0.7786
2023-01-20 09:14:00.237 743:link-prediction        INFO     eval_precision = 0.9065
2023-01-20 09:14:00.237 743:link-prediction        INFO     eval_recall = 0.8673
2023-01-20 09:14:00.237 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:14:00.239 636:link-prediction        INFO     ********************
2023-01-20 09:14:00.239 637:link-prediction        INFO     Best f1:0.8865
2023-01-20 09:14:00.239 638:link-prediction        INFO     ********************
2023-01-20 09:14:00.240 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:14:00.240 658:link-prediction        INFO     ********************
2023-01-20 09:14:00.240 659:link-prediction        INFO     Best MCC:0.7786
2023-01-20 09:14:00.240 660:link-prediction        INFO     ********************
2023-01-20 09:14:00.241 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:14:08.484 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:14:08.484 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:14:08.484 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:14:34.472 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:14:34.472 743:link-prediction        INFO     eval_acc = 0.9162
2023-01-20 09:14:34.472 743:link-prediction        INFO     eval_f1 = 0.918
2023-01-20 09:14:34.472 743:link-prediction        INFO     eval_mcc = 0.8332
2023-01-20 09:14:34.472 743:link-prediction        INFO     eval_precision = 0.8989
2023-01-20 09:14:34.472 743:link-prediction        INFO     eval_recall = 0.938
2023-01-20 09:14:34.473 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:14:34.475 636:link-prediction        INFO     ********************
2023-01-20 09:14:34.475 637:link-prediction        INFO     Best f1:0.918
2023-01-20 09:14:34.475 638:link-prediction        INFO     ********************
2023-01-20 09:14:34.476 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:14:34.476 658:link-prediction        INFO     ********************
2023-01-20 09:14:34.476 659:link-prediction        INFO     Best MCC:0.8332
2023-01-20 09:14:34.476 660:link-prediction        INFO     ********************
2023-01-20 09:14:34.477 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:14:42.744 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:14:42.744 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:14:42.744 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:15:08.801 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:15:08.801 743:link-prediction        INFO     eval_acc = 0.9347
2023-01-20 09:15:08.801 743:link-prediction        INFO     eval_f1 = 0.9363
2023-01-20 09:15:08.802 743:link-prediction        INFO     eval_mcc = 0.8705
2023-01-20 09:15:08.802 743:link-prediction        INFO     eval_precision = 0.9141
2023-01-20 09:15:08.802 743:link-prediction        INFO     eval_recall = 0.9595
2023-01-20 09:15:08.802 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:15:08.804 636:link-prediction        INFO     ********************
2023-01-20 09:15:08.804 637:link-prediction        INFO     Best f1:0.9363
2023-01-20 09:15:08.804 638:link-prediction        INFO     ********************
2023-01-20 09:15:08.805 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:15:08.805 658:link-prediction        INFO     ********************
2023-01-20 09:15:08.805 659:link-prediction        INFO     Best MCC:0.8705
2023-01-20 09:15:08.805 660:link-prediction        INFO     ********************
2023-01-20 09:15:08.806 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:15:17.120 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:15:17.120 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:15:17.120 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:15:43.196 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_acc = 0.9464
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_f1 = 0.9471
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_mcc = 0.8931
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_precision = 0.9352
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_recall = 0.9593
2023-01-20 09:15:43.197 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:15:43.199 636:link-prediction        INFO     ********************
2023-01-20 09:15:43.200 637:link-prediction        INFO     Best f1:0.9471
2023-01-20 09:15:43.200 638:link-prediction        INFO     ********************
2023-01-20 09:15:43.200 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:15:43.201 658:link-prediction        INFO     ********************
2023-01-20 09:15:43.201 659:link-prediction        INFO     Best MCC:0.8931
2023-01-20 09:15:43.201 660:link-prediction        INFO     ********************
2023-01-20 09:15:43.201 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:15:51.510 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:15:51.510 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:15:51.511 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:16:17.554 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_acc = 0.9542
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_f1 = 0.9542
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_mcc = 0.9085
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_precision = 0.9552
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_recall = 0.9532
2023-01-20 09:16:17.554 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:16:17.556 636:link-prediction        INFO     ********************
2023-01-20 09:16:17.557 637:link-prediction        INFO     Best f1:0.9542
2023-01-20 09:16:17.557 638:link-prediction        INFO     ********************
2023-01-20 09:16:17.558 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:16:17.558 658:link-prediction        INFO     ********************
2023-01-20 09:16:17.558 659:link-prediction        INFO     Best MCC:0.9085
2023-01-20 09:16:17.558 660:link-prediction        INFO     ********************
2023-01-20 09:16:17.558 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:16:25.854 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:16:25.854 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:16:25.854 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:16:51.933 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_acc = 0.9563
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_f1 = 0.9564
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_mcc = 0.9126
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_precision = 0.9535
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_recall = 0.9594
2023-01-20 09:16:51.933 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:16:51.936 636:link-prediction        INFO     ********************
2023-01-20 09:16:51.936 637:link-prediction        INFO     Best f1:0.9564
2023-01-20 09:16:51.936 638:link-prediction        INFO     ********************
2023-01-20 09:16:51.937 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:16:51.937 658:link-prediction        INFO     ********************
2023-01-20 09:16:51.937 659:link-prediction        INFO     Best MCC:0.9126
2023-01-20 09:16:51.937 660:link-prediction        INFO     ********************
2023-01-20 09:16:51.938 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:17:00.263 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:17:00.263 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:17:00.263 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:17:26.365 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_acc = 0.958
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_f1 = 0.9576
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_mcc = 0.9163
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_precision = 0.9689
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_recall = 0.9464
2023-01-20 09:17:26.365 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:17:26.367 636:link-prediction        INFO     ********************
2023-01-20 09:17:26.367 637:link-prediction        INFO     Best f1:0.9576
2023-01-20 09:17:26.368 638:link-prediction        INFO     ********************
2023-01-20 09:17:26.368 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:17:26.369 658:link-prediction        INFO     ********************
2023-01-20 09:17:26.369 659:link-prediction        INFO     Best MCC:0.9163
2023-01-20 09:17:26.369 660:link-prediction        INFO     ********************
2023-01-20 09:17:26.369 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:17:34.706 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:17:34.706 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:17:34.706 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:18:00.917 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:18:00.917 743:link-prediction        INFO     eval_acc = 0.9593
2023-01-20 09:18:00.917 743:link-prediction        INFO     eval_f1 = 0.9593
2023-01-20 09:18:00.918 743:link-prediction        INFO     eval_mcc = 0.9185
2023-01-20 09:18:00.918 743:link-prediction        INFO     eval_precision = 0.958
2023-01-20 09:18:00.918 743:link-prediction        INFO     eval_recall = 0.9607
2023-01-20 09:18:00.918 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:18:00.920 636:link-prediction        INFO     ********************
2023-01-20 09:18:00.920 637:link-prediction        INFO     Best f1:0.9593
2023-01-20 09:18:00.920 638:link-prediction        INFO     ********************
2023-01-20 09:18:00.921 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-f1/model.bin
2023-01-20 09:18:00.921 658:link-prediction        INFO     ********************
2023-01-20 09:18:00.921 659:link-prediction        INFO     Best MCC:0.9185
2023-01-20 09:18:00.921 660:link-prediction        INFO     ********************
2023-01-20 09:18:00.922 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/ddg_7/checkpoint-best-mcc/model.bin
2023-01-20 09:18:09.249 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-20 09:18:09.249 695:link-prediction        INFO     Num examples = 37971
2023-01-20 09:18:09.249 696:link-prediction        INFO     Batch size = 32
2023-01-20 09:18:35.355 741:link-prediction        INFO   ***** Eval results *****
2023-01-20 09:18:35.355 743:link-prediction        INFO     eval_acc = 0.9586
2023-01-20 09:18:35.355 743:link-prediction        INFO     eval_f1 = 0.9587
2023-01-20 09:18:35.355 743:link-prediction        INFO     eval_mcc = 0.9172
2023-01-20 09:18:35.356 743:link-prediction        INFO     eval_precision = 0.9553
2023-01-20 09:18:35.356 743:link-prediction        INFO     eval_recall = 0.9622
2023-01-20 09:18:35.356 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-20 09:18:35.770 763:link-prediction        INFO   ***** Running Test *****
2023-01-20 09:18:35.770 764:link-prediction        INFO     Num examples = 37242
2023-01-20 09:18:35.770 765:link-prediction        INFO     Batch size = 32
2023-01-20 09:19:01.266 806:link-prediction        INFO   ***** Test results *****
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_acc = 0.9538
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_f1 = 0.9539
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_mcc = 0.9076
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_precision = 0.9518
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_recall = 0.956
2023-01-20 09:19:01.267 808:link-prediction        INFO     eval_threshold = 0.5
