2023-01-21 07:15:42.047 1007:link-prediction        DEBUG  main message
2023-01-21 07:16:54.603 463:link-prediction        INFO   input_tokens_reverse_2: ĠN Ġ. Ġchar At Ġ( Ġi Ġ)
2023-01-21 07:16:55.459 564:link-prediction        INFO   ***** Running training *****
2023-01-21 07:16:55.459 565:link-prediction        INFO     Num examples = 72998
2023-01-21 07:16:55.469 566:link-prediction        INFO     Num Epochs = 1
2023-01-21 07:16:55.470 567:link-prediction        INFO     Instantaneous batch size per GPU = 64
2023-01-21 07:16:55.470 571:link-prediction        INFO     Total train batch size = 64
2023-01-21 07:16:55.470 575:link-prediction        INFO     Gradient Accumulation steps = 1
2023-01-21 07:16:55.470 578:link-prediction        INFO     Total optimization steps = 1141
2023-01-21 07:17:01.370 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:17:01.371 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:17:01.371 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:17:18.475 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_acc = 0.7344
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_f1 = 0.7777
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_mcc = 0.5097
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_precision = 0.6683
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_recall = 0.9301
2023-01-21 07:17:18.476 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:17:18.476 636:link-prediction        INFO     ********************
2023-01-21 07:17:18.476 637:link-prediction        INFO     Best f1:0.7777
2023-01-21 07:17:18.476 638:link-prediction        INFO     ********************
2023-01-21 07:17:18.477 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:17:18.477 658:link-prediction        INFO     ********************
2023-01-21 07:17:18.478 659:link-prediction        INFO     Best MCC:0.5097
2023-01-21 07:17:18.478 660:link-prediction        INFO     ********************
2023-01-21 07:17:18.478 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:17:24.000 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:17:24.001 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:17:24.001 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:17:40.837 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:17:40.837 743:link-prediction        INFO     eval_acc = 0.8325
2023-01-21 07:17:40.847 743:link-prediction        INFO     eval_f1 = 0.848
2023-01-21 07:17:40.848 743:link-prediction        INFO     eval_mcc = 0.6796
2023-01-21 07:17:40.848 743:link-prediction        INFO     eval_precision = 0.7756
2023-01-21 07:17:40.848 743:link-prediction        INFO     eval_recall = 0.9353
2023-01-21 07:17:40.848 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:17:40.848 636:link-prediction        INFO     ********************
2023-01-21 07:17:40.848 637:link-prediction        INFO     Best f1:0.848
2023-01-21 07:17:40.849 638:link-prediction        INFO     ********************
2023-01-21 07:17:40.850 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:17:40.850 658:link-prediction        INFO     ********************
2023-01-21 07:17:40.850 659:link-prediction        INFO     Best MCC:0.6796
2023-01-21 07:17:40.850 660:link-prediction        INFO     ********************
2023-01-21 07:17:40.851 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:17:46.376 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:17:46.376 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:17:46.377 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:18:03.262 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:18:03.262 743:link-prediction        INFO     eval_acc = 0.8544
2023-01-21 07:18:03.262 743:link-prediction        INFO     eval_f1 = 0.85
2023-01-21 07:18:03.263 743:link-prediction        INFO     eval_mcc = 0.71
2023-01-21 07:18:03.263 743:link-prediction        INFO     eval_precision = 0.8758
2023-01-21 07:18:03.263 743:link-prediction        INFO     eval_recall = 0.8257
2023-01-21 07:18:03.263 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:18:03.263 636:link-prediction        INFO     ********************
2023-01-21 07:18:03.263 637:link-prediction        INFO     Best f1:0.85
2023-01-21 07:18:03.263 638:link-prediction        INFO     ********************
2023-01-21 07:18:03.264 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:18:03.264 658:link-prediction        INFO     ********************
2023-01-21 07:18:03.264 659:link-prediction        INFO     Best MCC:0.71
2023-01-21 07:18:03.264 660:link-prediction        INFO     ********************
2023-01-21 07:18:03.265 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:18:08.775 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:18:08.775 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:18:08.775 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:18:25.639 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_acc = 0.8768
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_f1 = 0.8776
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_mcc = 0.7537
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_precision = 0.8713
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_recall = 0.884
2023-01-21 07:18:25.640 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:18:25.640 636:link-prediction        INFO     ********************
2023-01-21 07:18:25.640 637:link-prediction        INFO     Best f1:0.8776
2023-01-21 07:18:25.640 638:link-prediction        INFO     ********************
2023-01-21 07:18:25.641 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:18:25.641 658:link-prediction        INFO     ********************
2023-01-21 07:18:25.641 659:link-prediction        INFO     Best MCC:0.7537
2023-01-21 07:18:25.641 660:link-prediction        INFO     ********************
2023-01-21 07:18:25.642 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:18:31.162 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:18:31.162 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:18:31.163 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:18:48.053 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:18:48.053 743:link-prediction        INFO     eval_acc = 0.8811
2023-01-21 07:18:48.053 743:link-prediction        INFO     eval_f1 = 0.8788
2023-01-21 07:18:48.054 743:link-prediction        INFO     eval_mcc = 0.7628
2023-01-21 07:18:48.054 743:link-prediction        INFO     eval_precision = 0.8955
2023-01-21 07:18:48.054 743:link-prediction        INFO     eval_recall = 0.8628
2023-01-21 07:18:48.054 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:18:48.054 636:link-prediction        INFO     ********************
2023-01-21 07:18:48.054 637:link-prediction        INFO     Best f1:0.8788
2023-01-21 07:18:48.054 638:link-prediction        INFO     ********************
2023-01-21 07:18:48.055 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:18:48.055 658:link-prediction        INFO     ********************
2023-01-21 07:18:48.055 659:link-prediction        INFO     Best MCC:0.7628
2023-01-21 07:18:48.055 660:link-prediction        INFO     ********************
2023-01-21 07:18:48.056 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:18:53.614 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:18:53.614 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:18:53.614 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:19:10.535 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_acc = 0.8896
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_f1 = 0.8928
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_mcc = 0.7807
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_precision = 0.8665
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_recall = 0.9208
2023-01-21 07:19:10.535 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:19:10.535 636:link-prediction        INFO     ********************
2023-01-21 07:19:10.536 637:link-prediction        INFO     Best f1:0.8928
2023-01-21 07:19:10.536 638:link-prediction        INFO     ********************
2023-01-21 07:19:10.536 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:19:10.536 658:link-prediction        INFO     ********************
2023-01-21 07:19:10.537 659:link-prediction        INFO     Best MCC:0.7807
2023-01-21 07:19:10.537 660:link-prediction        INFO     ********************
2023-01-21 07:19:10.537 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:19:16.050 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:19:16.050 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:19:16.050 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:19:32.972 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_acc = 0.8944
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_f1 = 0.8966
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_mcc = 0.7896
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_precision = 0.877
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_recall = 0.9171
2023-01-21 07:19:32.973 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:19:32.973 636:link-prediction        INFO     ********************
2023-01-21 07:19:32.973 637:link-prediction        INFO     Best f1:0.8966
2023-01-21 07:19:32.973 638:link-prediction        INFO     ********************
2023-01-21 07:19:32.974 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:19:32.974 658:link-prediction        INFO     ********************
2023-01-21 07:19:32.974 659:link-prediction        INFO     Best MCC:0.7896
2023-01-21 07:19:32.974 660:link-prediction        INFO     ********************
2023-01-21 07:19:32.975 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:19:38.512 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:19:38.512 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:19:38.512 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:19:55.453 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_acc = 0.8934
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_f1 = 0.8977
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_mcc = 0.7898
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_precision = 0.8623
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_recall = 0.9361
2023-01-21 07:19:55.454 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:19:55.454 636:link-prediction        INFO     ********************
2023-01-21 07:19:55.454 637:link-prediction        INFO     Best f1:0.8977
2023-01-21 07:19:55.454 638:link-prediction        INFO     ********************
2023-01-21 07:19:55.455 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:19:55.456 658:link-prediction        INFO     ********************
2023-01-21 07:19:55.456 659:link-prediction        INFO     Best MCC:0.7898
2023-01-21 07:19:55.456 660:link-prediction        INFO     ********************
2023-01-21 07:19:55.456 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:20:00.999 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:20:00.999 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:20:00.999 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:20:17.921 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_acc = 0.898
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_f1 = 0.8996
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_mcc = 0.7964
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_precision = 0.8852
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_recall = 0.9144
2023-01-21 07:20:17.922 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:20:17.922 636:link-prediction        INFO     ********************
2023-01-21 07:20:17.922 637:link-prediction        INFO     Best f1:0.8996
2023-01-21 07:20:17.922 638:link-prediction        INFO     ********************
2023-01-21 07:20:17.923 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:20:17.924 658:link-prediction        INFO     ********************
2023-01-21 07:20:17.924 659:link-prediction        INFO     Best MCC:0.7964
2023-01-21 07:20:17.924 660:link-prediction        INFO     ********************
2023-01-21 07:20:17.925 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:20:23.452 694:link-prediction        INFO   ***** Running evaluation *****
2023-01-21 07:20:23.453 695:link-prediction        INFO     Num examples = 24549
2023-01-21 07:20:23.453 696:link-prediction        INFO     Batch size = 32
2023-01-21 07:20:40.383 741:link-prediction        INFO   ***** Eval results *****
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_acc = 0.8989
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_f1 = 0.9001
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_mcc = 0.7981
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_precision = 0.8888
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_recall = 0.9118
2023-01-21 07:20:40.384 743:link-prediction        INFO     eval_threshold = 0.5
2023-01-21 07:20:40.384 636:link-prediction        INFO     ********************
2023-01-21 07:20:40.384 637:link-prediction        INFO     Best f1:0.9001
2023-01-21 07:20:40.384 638:link-prediction        INFO     ********************
2023-01-21 07:20:40.385 653:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-f1/model.bin
2023-01-21 07:20:40.385 658:link-prediction        INFO     ********************
2023-01-21 07:20:40.385 659:link-prediction        INFO     Best MCC:0.7981
2023-01-21 07:20:40.385 660:link-prediction        INFO     ********************
2023-01-21 07:20:40.386 675:link-prediction        INFO   Saving model checkpoint to ../isInGraph/java250_graph/random/graphcodebert_saved_models/4/cdg_11/checkpoint-best-mcc/model.bin
2023-01-21 07:20:40.429 763:link-prediction        INFO   ***** Running Test *****
2023-01-21 07:20:40.429 764:link-prediction        INFO     Num examples = 25158
2023-01-21 07:20:40.429 765:link-prediction        INFO     Batch size = 32
2023-01-21 07:20:57.772 806:link-prediction        INFO   ***** Test results *****
2023-01-21 07:20:57.772 808:link-prediction        INFO     eval_acc = 0.8974
2023-01-21 07:20:57.772 808:link-prediction        INFO     eval_f1 = 0.8983
2023-01-21 07:20:57.772 808:link-prediction        INFO     eval_mcc = 0.795
2023-01-21 07:20:57.772 808:link-prediction        INFO     eval_precision = 0.8895
2023-01-21 07:20:57.772 808:link-prediction        INFO     eval_recall = 0.9074
2023-01-21 07:20:57.773 808:link-prediction        INFO     eval_threshold = 0.5
